;0;1;2;3
0;0.0;0.0;90.0;90.0
1;1.125;1.125;270.0;270.0
2;2.2359375000000004;2.2359375000000004;270.0;270.0
3;2.2079882812500005;4.5829882812500005;270.0;90.0
4;6.68038842773437;6.900700927734376;90.0;90.0
5;11.096883572387686;9.189442166137697;90.0;90.0
6;15.458172527732836;11.449574139060976;90.0;90.0
7;19.76494537113617;13.681454462322714;90.0;90.0
8;24.017883553996967;15.88543628154368;90.0;90.0
9;28.217660009572;18.06186832802438;90.0;90.0
10;32.36493925945235;20.211094973924077;90.0;90.0
11;36.460377518709194;22.333456286750025;90.0;90.0
12;40.504622799725325;24.42928808316565;90.0;90.0
13;44.49831501472876;26.498921982126078;90.0;90.0
14;48.44208607704465;28.542685457349503;90.0;90.0
15;52.33656000108159;30.560901889132634;90.0;90.0
16;56.182353001068066;32.553890615518476;90.0;90.0
17;59.98007358855472;34.521966982824495;90.0;90.0
18;63.73032266869778;36.465442395539185;90.0;90.0
19;67.43369363533905;38.384624365594945;90.0;90.0
20;71.09077246489731;40.27981656102501;90.0;90.0
21;74.7021378090861;42.151318854012196;90.0;90.0
22;78.26836108647252;43.999427368337045;90.0;90.0
23;81.79000657289161;45.824434526232835;90.0;90.0
24;85.26763149073047;47.62662909465492;90.0;90.0
25;88.70178609709633;49.40629623097173;90.0;90.0
26;92.09301377088262;51.16371752808459;90.0;90.0
27;95.44185109874658;52.899171058983534;90.0;90.0
28;98.74882796001225;54.612931420746236;90.0;90.0
29;102.0144676105121;56.30526977798691;90.0;90.0
30;105.2392867653807;57.97645390576207;90.0;90.0
31;108.42379568081344;59.62674823194004;90.0;90.0
32;111.56849823480327;61.25641387904079;90.0;90.0
33;114.67389200686823;62.865708705552784;90.0;90.0
34;117.74046835678237;64.45488734673337;90.0;90.0
35;120.76871250232259;66.02420125489921;90.0;90.0
36;123.75910359604356;67.57389873921296;90.0;90.0
37;126.71211480109301;69.1042250049728;90.0;90.0
38;129.62821336607934;70.61542219241065;90.0;90.0
39;132.50786069900334;72.10772941500551;90.0;90.0
40;135.3515124402658;73.58138279731794;90.0;90.0
41;138.15961853476247;75.03661551235147;90.0;90.0
42;140.93262330307795;76.47365781844708;90.0;90.0
43;143.67096551178946;77.8927370957165;90.0;90.0
44;146.3750784428921;79.29407788202005;90.0;90.0
45;149.04538996235593;80.6779019084948;90.0;90.0
46;151.6823225878265;82.04442813463862;90.0;90.0
47;154.28629355547866;83.39387278295564;90.0;90.0
48;156.85771488603518;84.72644937316869;90.0;90.0
49;159.39699344995975;86.04236875600408;90.0;90.0
50;161.90453103183526;87.34183914655404;90.0;90.0
51;164.38072439393733;88.62506615722211;90.0;90.0
52;166.82596533901312;89.89225283025684;90.0;90.0
53;169.24064077227547;91.14359966987863;90.0;90.0
54;171.62513276262203;92.37930467400514;90.0;90.0
55;173.97981860308926;93.59956336558008;90.0;90.0
56;176.30507087055065;94.80456882351034;90.0;90.0
57;178.60125748466876;95.99451171321645;90.0;90.0
58;180.86874176611042;97.16958031680124;90.0;90.0
59;183.10788249403404;98.32996056284122;90.0;90.0
60;185.3190339628586;99.4758360558057;90.0;90.0
61;187.5025460383229;100.60738810510813;90.0;90.0
62;189.65876421284386;101.72479575379428;90.0;90.0
63;191.78802966018333;102.82823580687186;90.0;90.0
64;193.89067928943103;103.91788285928597;90.0;90.0
65;195.96704579831314;104.9939093235449;90.0;90.0
66;198.01745772583422;106.05648545700059;90.0;90.0
67;195.5422395042613;107.10577938878808;90.0;90.0
68;193.09796151045802;108.14195714642823;90.0;90.0
69;190.6842369915773;109.16518268209788;90.0;90.0
70;192.80068402918258;110.17561789857166;90.0;90.0
71;194.8906754788178;111.17342267483951;90.0;90.0
72;196.95454203533257;112.15875489140402;90.0;90.0
73;198.9926102598909;113.13177045526146;90.0;90.0
74;201.00520263164228;114.0926233245707;90.0;90.0
75;202.99263759874674;115.04146553301356;90.0;90.0
76;204.9552296287624;115.9784472138509;90.0;90.0
77;206.89328925840286;116.90371662367777;90.0;90.0
78;208.80712314267282;117.8174201658818;90.0;90.0
79;210.6970341033894;118.71970241380828;90.0;90.0
80;212.56332117709704;119.61070613363567;90.0;90.0
81;214.40627966238333;120.49057230696523;90.0;90.0
82;216.22620116660354;121.35944015312816;90.0;90.0
83;218.023373652021;122.21744715121406;90.0;90.0
84;219.79808148137073;123.06472906182388;90.0;90.0
85;221.55060546285358;123.90141994855108;90.0;90.0
86;223.28122289456792;124.7276521991942;90.0;90.0
87;224.99020760838582;125.54355654670427;90.0;90.0
88;222.17783001328098;126.34926208987046;90.0;90.0
89;219.40080228613039;127.14475332472088;90.0;90.0
90;216.65889064650392;127.92994806942556;90.0;90.0
91;213.9518011149967;128.70483005414397;90.0;90.0
92;211.27919641854118;129.46943159001592;90.0;90.0
93;208.64070850151597;130.22382072825627;90.0;90.0
94;206.0359477629782;130.96809176236735;90.0;90.0
95;203.4645098595154;131.70235821685822;90.0;90.0
96;200.925980701677;132.42674768310405;90.0;90.0
97;198.41440594290603;130.77141333706524;270.0;90.0
98;196.29274105630023;129.15983646976838;270.0;90.0
99;194.20875052269633;127.58955940375147;270.0;90.0
100;192.1501630734191;126.05815400543311;270.0;90.0
101;190.1138982722698;124.56330754482836;270.0;90.0
102;188.09879945052674;123.1028675173835;270.0;90.0
103;186.10433430302052;121.6748597464398;270.0;90.0
104;184.13021854650088;120.27749005410004;270.0;90.0
105;182.1762770251132;118.90913649616266;270.0;90.0
106;180.242384447104;117.56833670540969;270.0;90.0
107;178.32843767183098;116.2537731961053;270.0;90.0
108;176.43434193686304;114.96425829280919;270.0;90.0
109;174.56000380059365;113.69871965337293;270.0;90.0
110;172.70532751731966;112.45618687407207;270.0;90.0
111;170.8702147271786;111.23577991119049;270.0;90.0
112;169.0545644643324;110.0366988979152;270.0;90.0
113;167.25827342256545;108.85821530271673;270.0;90.0
114;165.48123611677835;107.6996640766622;270.0;90.0
115;163.723344987014;106.56043670467965;270.0;90.0
116;161.9844904975584;105.43997509192548;270.0;90.0
117;160.26456120533874;104.33776616373794;270.0;90.0
118;158.5634438354963;103.2533371185928;270.0;90.0
119;156.88102335705204;102.18625124786469;270.0;90.0
120;155.21718306779948;101.13610425921168;270.0;90.0
121;153.57180467558732;100.10252102971931;270.0;90.0
122;151.9447683850252;99.08515274207844;270.0;90.0
123;150.33595298619613;98.08367435330818;270.0;90.0
124;148.74523594426884;97.09778235374289;270.0;270.0
125;147.17249340570592;96.1271926923833;270.0;270.0
126;145.61759980784154;95.1716384962866;270.0;270.0
127;144.0804276435389;94.23086810845672;270.0;270.0
128;142.56084739303444;93.3046434525758;270.0;270.0
129;141.05872755150477;92.39273864416732;270.0;270.0
130;139.57393475344978;91.49493884005278;270.0;270.0
131;138.10633389716122;90.61103921342101;270.0;270.0
132;136.6557883019392;89.74084407649109;270.0;270.0
133;135.22215987186402;88.88416611214829;270.0;270.0
134;133.80530925868587;88.04082569599471;270.0;270.0
135;132.40509601953383;87.21065029445539;270.0;270.0
136;131.02137876668368;86.39347392719246;270.0;270.0
137;129.6540153080451;85.58913668450097;270.0;270.0
138;128.3028627778603;84.79748429212033;270.0;270.0
139;126.96777775763071;84.0183677172574;270.0;270.0
140;125.64861638761089;83.25164281068538;270.0;270.0
141;124.3452344693912;82.49716998062304;270.0;270.0
142;123.05748756018423;81.75481389476887;270.0;270.0
143;121.78523105945038;81.02444320738877;270.0;270.0
144;120.52832028871507;80.30593030903341;270.0;270.0
145;119.28661055522967;79.59915108405525;270.0;270.0
146;118.0599572411789;78.90398472575716;270.0;270.0
147;116.84821585264913;78.2203135241226;270.0;270.0
148;115.65124207728748;77.54802268509471;270.0;270.0
149;114.46889183749143;76.8870001631876;270.0;270.0
150;113.3010213396301;76.23713650632749;270.0;270.0
151;112.14748711663303;75.59832470779253;270.0;270.0
152;111.00814607733346;74.97046008172013;270.0;270.0
153;109.88285554152468;74.35344013299265;270.0;270.0
154;108.7714732766109;73.74716444134937;270.0;270.0
155;107.6738575317253;73.15153455330857;270.0;270.0
156;106.58986706952442;72.56645388126816;270.0;270.0
157;105.51936119584485;71.99182760921137;270.0;270.0
158;104.4621997874812;71.42756260460742;270.0;270.0
159;103.41824331804897;70.87356733582149;270.0;270.0
160;102.38735288201167;70.32975179452302;270.0;270.0
161;101.36939021727487;69.79602742305012;270.0;270.0
162;100.36421772630905;69.27230704619664;270.0;270.0
163;99.3716984958967;68.75850480709427;270.0;270.0
164;98.39169631559012;68.25453610689027;270.0;270.0
165;97.42407567851652;67.76031752319078;270.0;270.0
166;96.46870183582624;67.27576681377813;270.0;270.0
167;95.5254407883046;66.80080283156191;270.0;270.0
168;94.59415930079736;66.3353454774767;270.0;270.0
169;93.67472491556528;65.87931565588254;270.0;270.0
170;92.76700596464778;65.43263523233152;270.0;270.0
171;91.87087158130178;64.99522699356687;270.0;270.0
172;90.98619171057472;64.56701460963002;270.0;270.0
173;90.1128371190624;64.14792259795674;270.0;270.0
174;89.2506794039373;63.737876289404085;270.0;270.0
175;88.39959100127712;63.33680179609987;270.0;270.0
176;87.55944519349111;62.94462598068989;270.0;270.0
177;86.73011611623178;62.56127642737219;270.0;270.0
178;85.91147876467733;62.18668141444445;270.0;270.0
179;85.10340899921334;61.82076988829096;270.0;270.0
180;84.30578355057425;61.46347143878794;270.0;270.0
181;83.51848002437286;61.114716275938;270.0;270.0
182;82.74137690511836;60.7744352077794;270.0;270.0
183;81.97435355974268;60.44255961951693;270.0;270.0
184;81.21729024064432;60.11902145381643;270.0;270.0
185;80.47006808826723;59.803753192218295;270.0;270.0
186;79.73256911868647;59.496687812373914;270.0;270.0
187;79.0046762595534;59.19775883046518;270.0;270.0
188;78.28627333024558;58.90690024988219;270.0;270.0
189;77.57724504315;58.62404654737888;270.0;270.0
190;76.87747700446235;58.34913266004448;270.0;270.0
191;76.18685571454398;58.08209397311128;270.0;270.0
192;75.50526856324679;57.82286630030996;270.0;270.0
193;74.83260384054934;57.57138589298555;270.0;270.0
194;74.16875072888978;57.32758941845776;270.0;270.0
195;73.51359930208295;57.09141395132984;270.0;270.0
196;72.86704052397127;56.86279696573085;270.0;270.0
197;72.22896630936664;56.641676445658405;270.0;270.0
198;71.59926958017631;56.42799099268615;270.0;270.0
199;70.97784429911871;56.22167989738785;270.0;270.0
200;70.36458548748483;56.022683184742455;270.0;270.0
201;69.75938923164962;55.830941641070694;270.0;270.0
202;69.16215276706801;55.64639698832489;270.0;270.0
203;68.57277452998973;55.46899200448327;270.0;270.0
204;67.99115418465148;55.29867060221541;270.0;270.0
205;67.41719263319408;55.13537787768304;270.0;270.0
206;66.85079201357621;54.97906013818896;270.0;270.0
207;66.2918556893042;54.82966491505461;270.0;270.0
208;65.74028821117815;54.68714092258068;270.0;270.0
209;65.19599535196882;54.55143815721156;270.0;270.0
210;64.65888405143284;54.422507825643024;270.0;270.0
211;64.12886239470662;54.3003023351712;270.0;270.0
212;63.60583959033307;54.18477528274723;270.0;270.0
213;63.089725947828775;54.07588144279657;270.0;270.0
214;62.580432855779065;53.973576755414015;270.0;270.0
215;62.077533270359936;53.8773204134937;270.0;270.0
216;61.580652699010166;53.786653596219864;270.0;270.0
217;61.08945947769253;53.701183049493416;270.0;270.0
218;60.60365720480672;53.62056853190803;270.0;270.0
219;60.12297879868387;53.54451312993745;270.0;270.0
220;59.647181785449966;53.47275571834295;270.0;270.0
221;59.17604452568201;53.405065036068734;270.0;270.0
222;58.709363162433995;53.341234987359144;270.0;270.0
223;58.246949127926456;53.28108087922096;270.0;270.0
224;57.78862708626449;53.2244363798015;270.0;270.0
225;57.334233219361394;53.17115103625509;270.0;270.0
226;56.88361378538564;53.12108823041298;270.0;270.0
227;56.436623895580006;53.074123480006016;270.0;270.0
228;55.993126467689144;53.03014301506739;270.0;270.0
229;55.55299132355792;52.98904257550061;270.0;270.0
230;55.116094380992095;52.95072633526877;270.0;270.0
231;54.682317027296165;52.91510614957932;270.0;270.0
232;54.25154548074413;52.882100725351314;270.0;270.0
233;53.82367025927897;52.85163496950338;270.0;270.0
234;53.39858570871154;52.82363942251539;270.0;270.0
235;52.976189582000224;52.79804976460721;270.0;270.0
236;52.55638265420441;52.7748063652591;270.0;270.0
237;52.13906840441269;52.75385395050494;270.0;270.0
238;51.724152698332354;52.73514124597719;270.0;270.0
239;51.31154351363435;52.71862069029682;270.0;270.0
240;50.90115069019153;52.704248184301605;270.0;270.0
241;50.492885703594816;52.69198287473851;270.0;270.0
242;50.08666145888827;52.681786968708366;270.0;270.0
243;49.682392102266846;52.67362557649816;270.0;270.0
244;49.27999284876429;52.66746658095903;270.0;270.0
245;48.879379824192085;52.663280532007455;270.0;270.0
246;48.480469919808144;52.661040565349396;270.0;270.0
247;48.08318065836061;52.66072234488237;270.0;270.0
248;47.68743007030555;52.662304028651036;270.0;270.0
249;47.293136579134526;52.66576625869338;270.0;270.0
250;46.900218894861474;52.671092175555;270.0;270.0
251;46.5085958627979;52.67826731797223;270.0;270.0
252;46.11818649519036;52.68728001810672;270.0;270.0
