,0
1034,2.122077883153297e-05
1035,2.1016740603560795e-05
1036,2.0812234946660986e-05
1037,2.0607291201101028e-05
1038,2.04019382296879e-05
1039,2.019620448722149e-05
1040,1.9990118074566688e-05
1041,1.9783706780915796e-05
1042,1.957699811684404e-05
1043,1.9370019340119667e-05
1044,1.9162797475855795e-05
1045,1.89553593321622e-05
1046,1.8747731512260036e-05
1047,1.8539940423751533e-05
1048,1.833201228565307e-05
1049,1.812397313359783e-05
1050,1.7915848823598778e-05
1051,1.770766503461841e-05
1052,1.7499447270212735e-05
1053,1.7291220859360017e-05
1054,1.7083010956707098e-05
1055,1.6874842542275522e-05
1056,1.6666740420744064e-05
1057,1.6458447736425874e-05
1058,1.6250592242949227e-05
1059,1.6042869772357198e-05
1060,1.5835305770844432e-05
1061,1.616350375149351e-05
1062,1.64519322692718e-05
1063,1.6702571418552975e-05
1064,1.6917668077804226e-05
1065,1.7099594517032582e-05
1066,1.7250750112306788e-05
1067,1.7373494515486785e-05
1068,1.7470103631308366e-05
1069,1.7542742023164076e-05
1070,1.7593447052239356e-05
1071,1.769192389263222e-05
1072,1.7796484109141047e-05
1073,1.788411448076497e-05
1074,1.795648294750984e-05
1075,1.801507718079569e-05
1076,1.8061227546091495e-05
1077,1.8096126391412796e-05
1078,1.8120844390936596e-05
1079,1.8136344506570522e-05
1080,1.8143494004541462e-05
1081,1.814307486868078e-05
1082,1.813579287968558e-05
1083,1.8122285574126934e-05
1084,1.8103129254562785e-05
1085,1.8078845189313348e-05
1086,1.804990511495515e-05
1087,1.8016736134761348e-05
1088,1.797972509057235e-05
1089,1.7939222473246475e-05
1090,1.7895545926747822e-05
1091,1.7848983392976123e-05
1092,1.7799795937845848e-05
1093,1.7748220293605447e-05
1094,1.7694471147937203e-05
1095,1.763874320792536e-05
1096,1.7581213059131495e-05
1097,1.7522040844506663e-05
1098,1.7461371779528862e-05
1099,1.7399337520526492e-05
1100,1.733605740084128e-05
1101,1.7271639353472926e-05
1102,1.720618039468411e-05
1103,1.7139770445039384e-05
1104,1.707248967609908e-05
1105,1.700441055497573e-05
1106,1.69362263712648e-05
1107,1.6868674322184972e-05
1108,1.680233928423906e-05
1109,1.673768810208297e-05
1110,1.667509581038998e-05
1111,1.661486573831895e-05
1112,1.6557058851288613e-05
1113,1.6501575639590516e-05
1114,1.6448335588720565e-05
1115,1.6397272086694923e-05
1116,1.681681076720957e-05
1117,1.7574787962923905e-05
1118,1.9647234228006518e-05
1119,2.143502193485528e-05
1120,2.298841669947176e-05
1121,2.434688781918825e-05
1122,2.5541675854265956e-05
1123,2.6597721582460392e-05
1124,2.7535118005157244e-05
1125,2.837020556525871e-05
1126,2.911640059729184e-05
1127,2.9784827652791162e-05
1128,3.0384794883413755e-05
1129,3.092416230575664e-05
1130,3.140981693557222e-05
1131,3.184780435665321e-05
1132,3.224333563721694e-05
1133,3.260092936929489e-05
1134,3.2924523130557765e-05
1135,3.321797846094893e-05
1136,3.34843177043918e-05
1137,3.372596167659435e-05
1138,3.3945003875376095e-05
1139,3.414326773929279e-05
1140,3.432235140164026e-05
1141,3.448366295120305e-05
1142,3.462844845411859e-05
1143,3.4757814428232786e-05
1144,3.4872746041870385e-05
1145,3.497427208809215e-05
1146,3.50638071051875e-05
1147,3.5142720042908974e-05
1148,3.521287206796698e-05
1149,3.527504148527619e-05
1150,3.5330783150188846e-05
1151,3.538118500795444e-05
1152,3.542715935761533e-05
1153,3.546888927309572e-05
1154,3.550688446298519e-05
1155,3.5543839970919895e-05
1156,3.55796803820397e-05
1157,3.5614782585550936e-05
1158,3.5648099020044465e-05
1159,3.568026802726159e-05
1160,3.571141749701087e-05
1161,3.574164194523828e-05
1162,3.57716202715252e-05
1163,3.580208139628614e-05
1164,3.583308250147718e-05
1165,3.586318845663167e-05
1166,3.589219163067724e-05
1167,3.5920547465999375e-05
1168,3.594806363290445e-05
1169,3.597386495111099e-05
1170,3.5997716563799434e-05
1171,3.6020096279828745e-05
1172,3.6044020427944095e-05
1173,3.607189783949931e-05
1174,3.610562811558687e-05
1175,3.6146678517832444e-05
1176,3.6196145019206364e-05
1177,3.6255659560112083e-05
1178,3.632671619786564e-05
1179,3.6408424373247664e-05
1180,3.650223825427147e-05
1181,3.660778150746328e-05
1182,3.6726036110603725e-05
1183,3.685666548643884e-05
1184,3.700188348986683e-05
1185,3.717610544522625e-05
1186,3.740298518552444e-05
1187,3.7672905229250324e-05
1188,3.797694523004792e-05
1189,3.830692597200023e-05
1190,3.865541807332238e-05
1191,3.9015727210237596e-05
1192,3.938186424270543e-05
1193,3.97485061456798e-05
1194,4.01109518663575e-05
1195,4.046507594938538e-05
1196,4.080825299526324e-05
1197,4.1139682539199984e-05
1198,4.145855557843761e-05
1199,4.1764100506716924e-05
1200,4.2055612660644517e-05
1201,4.233247206508025e-05
1202,4.259415275753572e-05
1203,4.3375768028987356e-05
1204,4.410146193254647e-05
1205,4.47729508203113e-05
1206,4.5392311622434964e-05
1207,4.5961846016876024e-05
1208,4.6483957182314836e-05
1209,4.6961076994032365e-05
1210,4.739561544936714e-05
1211,4.778992630627279e-05
1212,4.814628449199082e-05
1213,4.8466872005983914e-05
1214,4.875376990663749e-05
1215,4.900895269405776e-05
1216,4.923425996004901e-05
1217,4.943139025488251e-05
1218,4.9601918776612355e-05
1219,4.97473038107161e-05
1220,4.986890132081222e-05
1221,4.9967974695247464e-05
1222,5.0045703166968973e-05
1223,5.010318914156371e-05
1224,5.014146461978823e-05
1225,5.023282374618479e-05
1226,5.042678171574822e-05
1227,5.060479203836523e-05
1228,5.076761649535636e-05
1229,5.0915968521516855e-05
1230,5.105051614031172e-05
1231,5.117188469273567e-05
1232,5.128065937646667e-05
1233,5.137738761065823e-05
1234,5.146258124056268e-05
1235,5.1536718594998436e-05
1236,5.160024640846502e-05
1237,5.165358161873827e-05
1238,5.1697113049742714e-05
1239,5.1731202988638786e-05
1240,5.175618866521241e-05
1241,5.177238364100864e-05
1242,5.1780079114701575e-05
1243,5.17795451501124e-05
1244,5.1771031832181154e-05
1245,5.175477035611529e-05
1246,5.1730974054310674e-05
1247,5.169983936530554e-05
1248,5.166154674869199e-05
1249,5.1616261549600576e-05
1250,5.156413481602823e-05
1251,5.1505304072119455e-05
1252,5.143989405015854e-05
1253,5.13680173840211e-05
1254,5.128977526636787e-05
1255,5.1205258071979e-05
1256,5.1114545949242254e-05
1257,5.101770938182796e-05
1258,5.0914808837990055e-05
1259,5.080634135436865e-05
1260,5.069068398586592e-05
1261,5.056868632931889e-05
1262,5.044028307476638e-05
1263,5.0305432331641766e-05
1264,5.0164109958125324e-05
1265,5.001630525207081e-05
1266,4.986201767077341e-05
1267,4.970125432948688e-05
1268,4.953402809049758e-05
1269,4.936035610102619e-05
1270,4.918025867304518e-05
1271,4.8993758424360224e-05
1272,4.8800879619942145e-05
1273,4.860164766732486e-05
1274,4.8396088730949185e-05
1275,4.818422943885824e-05
1276,4.796609666132766e-05
1277,4.774171734583697e-05
1278,4.751111839648203e-05
1279,4.727431899600738e-05
1280,4.703133174320633e-05
1281,4.678217184386578e-05
1282,4.652685658327813e-05
1283,4.626540494457084e-05
1284,4.599783733094294e-05
1285,4.5724175362120236e-05
1286,4.503285213822199e-05
1287,4.4440141130597275e-05
1288,4.461014092949013e-05
1289,4.4978622630540145e-05
1290,4.546493871725846e-05
1291,4.601168274562495e-05
1292,4.6578503479066896e-05
1293,4.713752266789088e-05
1294,4.800041086040321e-05
1295,4.889742253588403e-05
1296,4.9659803254461745e-05
1297,5.030564807132103e-05
1298,5.085001702733656e-05
1299,5.1305450922771884e-05
1300,5.168243915750775e-05
1301,5.198983585867196e-05
1302,5.2235179885052794e-05
1303,5.242494231054275e-05
1304,5.2564719047733167e-05
1305,5.265938184143424e-05
1306,5.271319755527248e-05
1307,5.272992320585131e-05
1308,5.271288235497139e-05
1309,5.266502709179904e-05
1310,5.2588988804493944e-05
1311,5.248712017201761e-05
1312,5.2361530226935995e-05
1313,5.221411388627152e-05
1314,5.204657705969713e-05
1315,5.186045815989562e-05
1316,5.165714667055672e-05
1317,5.1437899282795375e-05
1318,5.1203854002900804e-05
1319,5.095604255194106e-05
1320,5.069540131452867e-05
1321,5.042278104517434e-05
1322,5.013895550266288e-05
1323,4.984462915332437e-05
1324,4.954044406041342e-05
1325,4.922698605845785e-05
1326,4.890478575148176e-05
1327,4.857431470800052e-05
1328,4.8236011729390364e-05
1329,4.789028464704315e-05
1330,4.753751227093237e-05
1331,4.71780463974987e-05
1332,4.681221381237243e-05
1333,4.644031824360074e-05
1334,4.606264223637969e-05
1335,4.5679448930724695e-05
1336,4.5290983729422745e-05
1337,4.4897475837151434e-05
1338,4.4499139786612876e-05
1339,4.409617667995008e-05
1340,4.368877545351316e-05
1341,4.3277114005194634e-05
1342,4.286136022610707e-05
1343,4.244167294290585e-05
1344,4.255365792362129e-05
1345,4.262203535617989e-05
1346,4.264889830618981e-05
1347,4.263660254561687e-05
1348,4.258762517201403e-05
1349,4.25044663919897e-05
1350,4.238958280321383e-05
1351,4.22453435157922e-05
1352,4.207400272495576e-05
1353,4.188240693487821e-05
1354,4.175268615266681e-05
1355,4.160230187203153e-05
1356,4.143293761950381e-05
1357,4.124614464298759e-05
1358,4.104334842196294e-05
1359,4.082585611192984e-05
1360,4.0594864437493996e-05
1361,4.035146770500055e-05
1362,4.009666568232976e-05
1363,3.983137116120546e-05
1364,3.955787457258009e-05
1365,3.927371335477796e-05
1366,3.898141811470721e-05
1367,3.8681604432826724e-05
1368,3.837483720586326e-05
1369,3.806163450381009e-05
1370,3.774247136605309e-05
1371,3.7417783373199626e-05
1372,3.7087970022192174e-05
1373,3.67533984589868e-05
1374,3.64144066561705e-05
1375,3.60713060869276e-05
1376,3.5724384159394656e-05
1377,3.537390643038333e-05
1378,3.502011861718008e-05
1379,3.466324842448599e-05
1380,3.43035072025422e-05
1381,3.394109149425015e-05
1382,3.3576181852622674e-05
1383,3.320894528336181e-05
1384,3.2839548358908826e-05
1385,3.246814058417033e-05
1386,3.209486165376205e-05
1387,3.17198424034175e-05
1388,3.134320569490324e-05
1389,3.096506720156255e-05
1390,3.058553610768117e-05
1391,3.0204715732600328e-05
1392,2.9822704088803455e-05
1393,2.943959438200347e-05
1394,2.9055475459799765e-05
1395,2.8670432214899662e-05
1396,2.8284545984242693e-05
1397,2.789789476120486e-05
1398,2.7510553605195803e-05
1399,2.7122594877236177e-05
1400,2.6734088481440923e-05
1401,2.6345102053900405e-05
1402,2.5955701183407565e-05
1403,2.556594958566355e-05
1404,2.5175909259509664e-05
1405,2.478564063167157e-05
1406,2.439520268773483e-05
1407,2.400465309068843e-05
1408,2.3614048288282418e-05
1409,2.3223443651216043e-05
1410,2.283289342212181e-05
1411,2.3320079057992094e-05
1412,2.3888731732737674e-05
1413,2.445476114679865e-05
1414,2.5018079717255295e-05
1415,2.557860148185396e-05
1416,2.6136242052997368e-05
1417,2.6690918575769224e-05
1418,2.724254968963491e-05
1419,2.779105549854671e-05
1420,2.8336357521594647e-05
1421,2.8878378679705266e-05
1422,2.9417043269783535e-05
1423,2.9952276934899367e-05
1424,3.048400664094883e-05
1425,3.101216065646381e-05
1426,3.153666853370259e-05
1427,3.2057469643150183e-05
1428,3.257448734563381e-05
1429,3.308765369624975e-05
1430,3.3596903379014425e-05
1431,3.410217225819579e-05
1432,3.4603397370870875e-05
1433,3.510051691899247e-05
1434,3.55934702612958e-05
1435,3.608219790511283e-05
1436,3.6566641498292815e-05
1437,3.704659399093013e-05
1438,3.752230832507055e-05
1439,3.7993573884262255e-05
1440,3.8460334579372956e-05
1441,3.89225368493307e-05
1442,3.938012847234129e-05
1443,3.983305849221669e-05
1444,4.028127716230414e-05
1445,4.072473590244544e-05
1446,4.1163387265664475e-05
1447,4.159718491209059e-05
1448,4.202608358823419e-05
1449,4.245003911026326e-05
1450,4.286900835022558e-05
1451,4.3282949224532184e-05
1452,4.369182068400571e-05
1453,4.409558270519495e-05
1454,4.449419628258094e-05
1455,4.4887623421452495e-05
1456,4.5275827131291576e-05
1457,4.565877141951856e-05
1458,4.603642128555425e-05
1459,4.5475495788913e-05
1460,4.4796568285529416e-05
1461,4.4059014513548234e-05
1462,4.330416958974858e-05
1463,4.256021554723539e-05
1464,4.184579260281422e-05
1465,4.117266437551785e-05
1466,4.054767753265368e-05
1467,3.997419735175871e-05
1468,3.945316991976282e-05
1469,3.898388759311659e-05
1470,3.856454688127559e-05
1471,3.81926507267715e-05
1472,3.7865296221658914e-05
1473,3.757937818290851e-05
1474,3.733173111976724e-05
1475,3.7119226265051944e-05
1476,3.693883599013229e-05
1477,3.678767469260273e-05
1478,3.666302284933695e-05
1479,3.6562339150937104e-05
1480,3.648326431758718e-05
1481,3.6423619222882646e-05
1482,3.638151452800359e-05
1483,3.635486630368521e-05
1484,3.634212661640468e-05
1485,3.5731876378610734e-05
1486,3.519551728977074e-05
1487,3.472358382694207e-05
1488,3.430809023112963e-05
1489,3.394223947735862e-05
1490,3.362019295883013e-05
1491,3.3336894393806406e-05
1492,3.3087939124530505e-05
1493,3.286946892838225e-05
1494,3.2678087870268836e-05
1495,3.251079437314108e-05
1496,3.236492586412062e-05
1497,3.223810671658071e-05
1498,3.212821619135532e-05
1499,3.203336017472999e-05
1500,3.195184376395322e-05
1501,3.18821479345559e-05
1502,3.182290952863121e-05
1503,3.177290396963682e-05
1504,3.173103023668706e-05
1505,3.1696297727968245e-05
1506,3.166781471820487e-05
1507,3.164552628597266e-05
1508,3.16270997398971e-05
1509,3.1612767228524705e-05
1510,3.160193628168505e-05
1511,3.159407381208686e-05
1512,3.158870007148785e-05
1513,3.1585383134694045e-05
1514,3.1583729739352454e-05
1515,3.1583386129525664e-05
1516,3.158403411186632e-05
1517,3.1585387535487916e-05
1518,3.1587189142741055e-05
1519,3.158920774637873e-05
1520,3.1591235695228664e-05
1521,3.1593086595737634e-05
1522,3.171482793325468e-05
1523,3.192275499536348e-05
1524,3.219257346096671e-05
1525,3.2506892119061435e-05
1526,3.285336567313607e-05
1527,3.322332094666966e-05
1528,3.36107423879433e-05
1529,3.401152448626225e-05
1530,3.4422922330294174e-05
1531,3.484295761276907e-05
1532,3.5269983384419445e-05
1533,3.5702649207159526e-05
1534,3.613982509051059e-05
1535,3.658054526696925e-05
1536,3.702396674445704e-05
1537,3.746933885108372e-05
1538,3.791598094395183e-05
1539,3.836326616925725e-05
1540,3.881060969686677e-05
1541,3.925746025343029e-05
1542,3.970329407798422e-05
1543,4.0147610648479475e-05
1544,4.058992969524963e-05
1545,4.102978914281146e-05
1546,4.1466743714991487e-05
1547,4.1900364007963436e-05
1548,4.233023588814022e-05
1549,4.275596011032894e-05
1550,4.3177151052866995e-05
1551,4.359344158046857e-05
1552,4.400447381435324e-05
1553,4.440990642734472e-05
1554,4.480941235656743e-05
1555,4.520267873054412e-05
1556,4.558940678057744e-05
1557,4.596931173376602e-05
1558,4.6342122682627455e-05
1559,4.670758243351354e-05
1560,4.7065447331868085e-05
1561,4.741548706669171e-05
1562,4.775748445579079e-05
1563,4.809123521274725e-05
1564,4.841654769841921e-05
1565,4.8733242659100085e-05
1566,4.9041152951846636e-05
1567,4.93401232609265e-05
1568,4.963000980601681e-05
1569,4.9910680043074006e-05
1570,5.018201236137642e-05
1571,5.044389577660979e-05
1572,5.0696229620804234e-05
1573,5.093892323287865e-05
1574,5.11718956480479e-05
1575,5.1395075287470206e-05
1576,5.1608398092786517e-05
1577,5.1811807911805154e-05
1578,5.200525739252186e-05
1579,5.218870764126922e-05
1580,5.2362127893753555e-05
1581,5.2525495195921055e-05
1582,5.267879409576625e-05
1583,5.2822016344722535e-05
1584,5.2955160608267e-05
1585,5.307823217879656e-05
1586,5.319124270039297e-05
1587,5.329420990109044e-05
1588,5.338715733129442e-05
1589,5.347011410610276e-05
1590,5.354311465706642e-05
1591,5.36061984912926e-05
1592,5.3659409957143e-05
1593,5.3702798019529495e-05
1594,5.373641602662979e-05
1595,5.376032150535058e-05
1596,5.3774575949822865e-05
1597,5.377923532731306e-05
1598,5.3774325705341126e-05
1599,5.375986075969507e-05
1600,5.373584886737581e-05
1601,5.370229801745386e-05
1602,5.36592191429566e-05
1603,5.360662830697212e-05
1604,5.3544548045687405e-05
1605,5.3473008138864834e-05
1606,5.339204595534099e-05
1607,5.330170650436789e-05
1608,5.320204229089703e-05
1609,5.3093113041430825e-05
1610,5.297498533354696e-05
1611,5.28477322014812e-05
1612,5.2711432698614546e-05
1613,5.256617146359772e-05
1614,5.241203828774567e-05
1615,5.2249127703027725e-05
1616,5.207753856516559e-05
1617,5.189737368969145e-05
1618,5.170873949406662e-05
1619,5.1511745663482974e-05
1620,5.1306504841130834e-05
1621,5.109313234275346e-05
1622,5.0871745888123084e-05
1623,5.0642465350226656e-05
1624,5.0405412537896804e-05
1625,5.0160710979606603e-05
1626,4.9908485734007457e-05
1627,4.903899523857581e-05
1628,4.822514616781638e-05
1629,4.745887132044542e-05
1630,4.673346953885022e-05
1631,4.497448535643587e-05
1632,4.318909244469054e-05
1633,4.140460596753039e-05
1634,3.9653935286031106e-05
1635,3.79583794661058e-05
1636,3.63309041995638e-05
1637,3.477855131284719e-05
1638,3.330420545208219e-05
1639,3.190788493531011e-05
1640,3.197292545601735e-05
1641,3.323192707390826e-05
1642,3.438888456986684e-05
1643,3.545517170965914e-05
1644,3.6440608533166305e-05
1645,3.7353728030795913e-05
1646,3.820198706920816e-05
1647,3.8991934679261783e-05
1648,3.972934751379977e-05
1649,4.041933990322157e-05
1650,4.106645412542002e-05
1651,4.167473515069306e-05
1652,4.224779312611131e-05
1653,4.278885605802228e-05
1654,4.330081462973407e-05
1655,4.378626062698839e-05
1656,4.424752011920762e-05
1657,4.468668230574375e-05
1658,4.5105624737851535e-05
1659,4.550603548258067e-05
1660,4.588943270722175e-05
1661,4.625718201174974e-05
1662,4.6610511858269836e-05
1663,4.69505273266959e-05
1664,4.7278616518461815e-05
1665,4.7594952856813734e-05
1666,4.790063238393824e-05
1667,4.819638778080742e-05
1668,4.848287563577889e-05
1669,4.87606843641482e-05
1670,4.9030341225693775e-05
1671,4.929231856907631e-05
1672,4.985144977416604e-05
1673,5.0507366040982e-05
1674,5.115633836848583e-05
1675,5.1798566317971706e-05
1676,5.2434220103269425e-05
1677,5.306344349643045e-05
1678,5.3686356474254426e-05
1679,5.430340605217596e-05
1680,5.491391326658679e-05
1681,5.551836242209405e-05
1682,5.6116797490141405e-05
1683,5.670924935488429e-05
1684,5.729573712487859e-05
1685,5.787626934588491e-05
1686,5.845084512516824e-05
1687,5.901945516615174e-05
1688,5.9582082712168155e-05
1689,6.01387044135079e-05
1690,6.068929111108999e-05
1691,6.123380856150963e-05
1692,6.177221809099777e-05
1693,6.230447537127757e-05
1694,6.28305360568417e-05
1695,6.335035159982144e-05
1696,6.386387105236517e-05
1697,6.437104151253212e-05
1698,6.487180848205936e-05
1699,6.536611619869117e-05
1700,6.585390794262028e-05
1701,6.633512631120758e-05
1702,6.680971343399366e-05
1703,6.727761123331998e-05
1704,6.773876160843767e-05
1705,6.819310660102609e-05
1706,6.864058858691711e-05
1707,6.908140994274561e-05
1708,6.95149442687627e-05
1709,6.994145455547438e-05
1710,7.036088402231387e-05
1711,7.07731772296938e-05
1712,7.117828004875535e-05
1713,7.157613967739238e-05
1714,7.196670465212987e-05
1715,7.234992486694657e-05
1716,7.272575159483336e-05
1717,7.309413751391404e-05
1718,7.345503673377476e-05
1719,7.3808404821253e-05
1720,7.415419882484176e-05
1721,7.449237729738473e-05
1722,7.482290031682848e-05
1723,7.514572950487564e-05
1724,7.546082804350208e-05
1725,7.57681606893984e-05
1726,7.606768933930408e-05
1727,7.635938163764556e-05
1728,7.664321230233682e-05
1729,7.691915242662974e-05
1730,7.718717473751823e-05
1731,7.840354066467328e-05
1732,7.99931591267566e-05
1733,8.179942788881548e-05
1734,8.37654054243e-05
1735,8.584586917045516e-05
1736,8.800482985038102e-05
1737,9.021339542112373e-05
1738,9.24490201186659e-05
1739,9.469393134260293e-05
1740,9.693403491571453e-05
1741,9.915832165153355e-05
1742,0.00010135844581062037
1743,0.00010352845339195883
1744,0.0001056646523769937
1745,0.00010776411418445256
1746,0.00010982512145662254
1747,0.0001118493196957277
1748,0.00011384238139030076
1749,0.00011581496013213868
1750,0.00011778352549173603
1751,0.00011976962485418693
1752,0.0001217952412586439
1753,0.00012388051722391413
1754,0.00012628169643714226
1755,0.00012916892567781596
1756,0.00013213314644641905
1757,0.0001358060497162189
1758,0.000139089345598955
1759,0.0001421565111694575
1760,0.00014513583048384598
1761,0.00014812357629179448
1762,0.0001511931861656436
1763,0.00015440171689720282
1764,0.00015779441973473284
1765,0.0001614091598772387
1766,0.0001652779990578472
1767,0.00016942885780868832
1768,0.0001744959252099132
1769,0.0001798281239028
1770,0.00018545625650665746
1771,0.00019140928973890216
1772,0.00019771458023342282
1773,0.00020440177435422855
1774,0.00021150133143389786
1775,0.0002190838979635185
1776,0.00022714985723042543
1777,0.00023570053268771017
1778,0.00024473277244339646
1779,0.0002542391338485388
1780,0.00026420973236813804
1781,0.00027463319365721953
1782,0.00028549706972142244
1783,0.0002967889726763859
1784,0.00030849576324295164
1785,0.00032060535419197074
1786,0.0003331066302976958
1787,0.0003459881195662011
1788,0.0003592396710230403
1789,0.00037285232256707593
1790,0.0003868172849377186
1791,0.0004011265802908982
1792,0.0004157737334174456
1793,0.0004307528152991207
1794,0.00044605815237522294
1795,0.00046168499489913966
1796,0.00047763215823072016
1797,0.0004939048991352324
1798,0.0005105118590977668
1799,0.000527465070988159
1800,0.0005447785260898714
1801,0.0005624678056455752
1802,0.0005818852361282129
1803,0.0006016421564938477
1804,0.0006216021172336984
1805,0.0006416593136531065
1806,0.000661731357811076
1807,0.0006817528259733473
1808,0.000701671233537702
1809,0.0007214469496056035
1810,0.0007410395898684932
1811,0.0007604244560515758
1812,0.0007795709384369554
1813,0.0007984598551804078
1814,0.0008170710922296455
1815,0.0008353886726719812
1816,0.0008533978513029463
1817,0.0008710831936313354
1818,0.0008884449806674452
1819,0.00090545337253868
1820,0.0009221075652738727
1821,0.0009384043129264929
1822,0.0009543426593226591
1823,0.0009698851663842832
1824,0.0009850525336071647
1825,0.0009998461271953697
1826,0.0010142183720884572
1827,0.001028226026138508
1828,0.001041799214438074
1829,0.00105498379533731
1830,0.0010677224053397025
1831,0.001080088470535637
1832,0.0010920007512010299
1833,0.001103515133520112
1834,0.001114613563911583
1835,0.0011252386795808868
1836,0.0011354882997744186
1837,0.0011453076471102462
1838,0.0011546630339098122
1839,0.0011636194749010417
1840,0.0011721561368501828
1841,0.001180209951542765
1842,0.0011878691809167066
1843,0.0011950690774511143
1844,0.0012018003694934298
1845,0.0012080200276976048
1846,0.0012137889301988489
1847,0.0012190455413016886
1848,0.0012238000348210266
1849,0.0012280287268881542
1850,0.0012316770137236008
1851,0.0012348247211211782
1852,0.0012374066785149353
1853,0.0012394132829773024
1854,0.0012408402207491603
1855,0.0012416883507491527
1856,0.001241933987501495
1857,0.0012416505629550428
1858,0.001240805991319069
1859,0.0012394335033762468
1860,0.0012375406131978713
1861,0.0012351471669158536
1862,0.0012322746240183702
1863,0.001228911276528954
1864,0.001225155904292379
1865,0.0012209917762942858
1866,0.0012164451494405127
1867,0.0012115387290020808
1868,0.001206292370860416
1869,0.0012007236233772768
1870,0.0011948481481038305
1871,0.0011886596086019801
1872,0.0011822151168316502
1873,0.0011755016096377294
1874,0.0011685244519286028
1875,0.0011613059645012233
1876,0.0011538487542334887
1877,0.0011461616750087075
1878,0.0011382529650206924
1879,0.0011301303416969355
1880,0.0011218010986837953
1881,0.0011132524746115435
1882,0.0011045339508117616
1883,0.0010956277820587345
1884,0.0010865403009689843
1885,0.0010772775644468508
1886,0.0010678453902446398
1887,0.0010582493860425391
1888,0.0010484950051923535
1889,0.0010385875381712195
1890,0.0010285321140845116
1891,0.0010183337146940632
1892,0.0010079887064612322
1893,0.0009975203830146604
1894,0.0009869223672341581
1895,0.0009761977264383984
1896,0.0009653550381818993
1897,0.0009543961303147178
1898,0.0009433251676582091
1899,0.0009321462049706623
1900,0.0009208631977868827
1901,0.0009094799111366585
1902,0.0008980001845866594
1903,0.0008864277783486188
1904,0.0008747631251990385
1905,0.0008630173140859688
1906,0.0008511892407085902
1907,0.0008392825234402072
1908,0.0008273006875041935
1909,0.0008152471654504107
1910,0.0008037343666551037
1911,0.0007920938696453288
1912,0.0007803370393047215
1913,0.000768473784178911
1914,0.0007565128400815123
1915,0.000744461987349157
1916,0.0007323282137133966
1917,0.0007201188990667272
1918,0.0007078373783172005
1919,0.0006954904078242893
1920,0.0006830837180750824
1921,0.0006706201956305246
1922,0.000658104796856461
1923,0.0006455414330686783
1924,0.0006329337627252977
1925,0.0006202852198251507
1926,0.0006075990376929045
1927,0.0005948782686448509
1928,0.0005821258008105946
1929,0.000569344373255254
1930,0.0005565426704754548
1931,0.0005437110425380817
1932,0.0005308578313132153
1933,0.0005179853022532631
1934,0.0005050956156354896
1935,0.0004921905008293672
1936,0.0004792718753979649
1937,0.00046634219076394816
1938,0.0004624379363349254
1939,0.0004593925257683019
1940,0.00045633014028066503
1941,0.00045325460997622165
1942,0.00045015679443771587
1943,0.00044704021413568553
1944,0.0004439041752098791
1945,0.0004407491157791556
1946,0.0004375721040992316
1947,0.00043437336511481853
1948,0.000431152094619635
1949,0.0004279074680939231
1950,0.0004246386433687204
1951,0.00042134476418688113
1952,0.0004180243195204819
1953,0.000418739194199631
1954,0.00043923667684243076
1955,0.00045965267287857877
1956,0.00047998215650915763
1957,0.000500220169043147
1958,0.0005203618089935865
1959,0.0005404022302725115
1960,0.0005603366410950847
1961,0.00058016030341377
1962,0.0005998685327767753
1963,0.0006194600649829222
1964,0.0006389218803497132
1965,0.0006582547906430326
1966,0.0006774562384920872
1967,0.0006965182255753367
1968,0.0007154377885493898
1969,0.0007342106220873335
1970,0.00075283257784165
1971,0.0007712996143731854
1972,0.0007896074747844349
1973,0.0008077645900786247
1974,0.0008243254511197095
1975,0.0008406661924857501
1976,0.0008568305772242521
1977,0.000872847102216833
1978,0.0008887332230589712
1979,0.0009044986607519549
1980,0.0009201484396828322
1981,0.0009356971803264525
1982,0.0009511049134072234
1983,0.0009663944525277687
1984,0.0009815468741735764
1985,0.0009965631467692988
1986,0.0010114362934301548
1987,0.001026159238152833
1988,0.0010407588309135232
1989,0.0010561566885566945
1990,0.001071584943772267
1991,0.0010868401445521393
1992,0.0011019146980167506
1993,0.0011168019262635892
1994,0.0011315274385850752
1995,0.0011460145865476322
1996,0.0011603089311574897
1997,0.0011743835049461402
1998,0.001188246083069313
1999,0.001201892187917488
2000,0.0012153631595837218
2001,0.001228551681711776
2002,0.0012415169479860469
2003,0.0012542535429499457
2004,0.0012667916451241453
2005,0.0012790491968120777
2006,0.0012910720703214933
2007,0.0013028568908324554
2008,0.0013144007049977068
2009,0.0013257009003088728
2010,0.0013367555042645431
2011,0.0013475624658146935
2012,0.0013581190474428607
2013,0.00136842376388764
2014,0.0013784748470828995
2015,0.0013882708334166955
2016,0.00139781047334105
2017,0.0014070926328895363
2018,0.001416116366531625
2019,0.0014248816893960435
2020,0.0014333870466708345
2021,0.0014416323905287257
2022,0.001449617797174058
2023,0.0014573434321182512
2024,0.0014648095187630608
2025,0.0014720162407354407
2026,0.0014789640284721905
2027,0.0014856527392820382
2028,0.001492082752760785
2029,0.0014982544703119839
2030,0.0015041683255195633
2031,0.001509824783755445
2032,0.0015152243447597484
2033,0.0015203675401369674
2034,0.0015252549323757233
2035,0.001529887609765177
2036,0.0015342669523879411
2037,0.0015383945160037525
2038,0.001542271955037229
2039,0.001545900969646271
2040,0.001549283271499337
